Prov/Terr,FED ID,Federal Electoral Districts,Total,Total Income,Net Income,Taxable Income,,,,,,,,,,,,,,,,,,
46,46001,Brandon--Souris,67230,2943166000 ,2723598000 ,2610072000 ,,,,,,,,,,,,,,,,,,
46,46002,Charleswood--St. James--Assiniboia--Headingley,65200,3288367000 ,3000269000 ,2952700000 ,,,,,,,,,,,,,,,,,,
46,46003,Churchill--Keewatinook Aski,55890,1397478000 ,1306838000 ,1208842000 ,,,,,,,,,,,,,,,,,,
46,46004,Dauphin--Swan River--Neepawa,68520,2433956000 ,2272511000 ,2119252000 ,,,,,,,,,,,,,,,,,,
46,46005,Elmwood--Transcona,70170,2713385000 ,2512098000 ,2462885000 ,,,,,,,,,,,,,,,,,,
46,46006,Kildonan--St. Paul,66410,3060087000 ,2813652000 ,2762081000 ,,,,,,,,,,,,,,,,,,
46,46007,Portage--Lisgar,69980,2751787000 ,2563415000 ,2443239000 ,,,,,,,,,,,,,,,,,,
46,46008,Provencher,71160,2956085000 ,2744683000 ,2667813000 ,,,,,,,,,,,,,,,,,,
46,46009,Saint Boniface--Saint Vital,69460,3297141000 ,3016878000 ,2957020000 ,,,,,,,,,,,,,,,,,,
46,46010,Selkirk--Interlake--Eastman,73810,3095979000 ,2852457000 ,2771564000 ,,,,,,,,,,,,,,,,,,
46,46011,Winnipeg Centre,68140,2103038000 ,1979363000 ,1865994000 ,,,,,,,,,,,,,,,,,,
46,46012,Winnipeg North,70200,2150136000 ,2017498000 ,1934207000 ,,,,,,,,,,,,,,,,,,
46,46013,Winnipeg South,75200,3539949000 ,3214423000 ,3168148000 ,,,,,,,,,,,,,,,,,,
46,46014,Winnipeg South Centre,72290,4253683000 ,3893285000 ,3830301000 ,,,,,,,,,,,,,,,,,,
TOTAL,,,963660,39984237000 ,36910968000 ,35754118000 ,,,,,,,,,,,,,,,,,,
47,47001,Battlefords--Lloydminster,55240,2571976000 ,2418231000 ,2314985000 ,,,,,,,,,,,,,,,,,,
47,47002,Cypress Hills--Grasslands,55130,2636433000 ,2464561000 ,2314744000 ,,,,,,,,,,,,,,,,,,
47,47003,Desnethé--Missinippi--Churchill River,46330,1324929000 ,1240423000 ,1147770000 ,,,,,,,,,,,,,,,,,,
47,47004,Carlton Trail--Eagle Creek,56970,2764431000 ,2582706000 ,2475412000 ,,,,,,,,,,,,,,,,,,
47,47005,Moose Jaw--Lake Centre--Lanigan,61160,3022516000 ,2803747000 ,2678313000 ,,,,,,,,,,,,,,,,,,
47,47006,Prince Albert,67010,2836019000 ,2642507000 ,2511742000 ,,,,,,,,,,,,,,,,,,
47,47007,Regina--Lewvan,69640,3924396000 ,3595646000 ,3529367000 ,,,,,,,,,,,,,,,,,,
47,47008,Regina--Qu'Appelle,57490,2518267000 ,2341076000 ,2234429000 ,,,,,,,,,,,,,,,,,,
47,47009,Regina--Wascana,65040,3596341000 ,3307392000 ,3221579000 ,,,,,,,,,,,,,,,,,,
47,47010,Saskatoon--Grasswood,63200,3615356000 ,3330568000 ,3246671000 ,,,,,,,,,,,,,,,,,,
47,47011,Saskatoon--University,60670,3490706000 ,3205339000 ,3145075000 ,,,,,,,,,,,,,,,,,,
47,47012,Saskatoon West,64310,2763336000 ,2587875000 ,2472043000 ,,,,,,,,,,,,,,,,,,
47,47013,Souris--Moose Mountain,59520,3360852000 ,3154163000 ,3020610000 ,,,,,,,,,,,,,,,,,,
47,47014,Yorkton--Melville,55990,2431579000 ,2271367000 ,2138946000 ,,,,,,,,,,,,,,,,,,
TOTAL,,,837700,40857137000 ,37945601000 ,36451686000 ,,,,,,,,,,,,,,,,,,
48,48001,Banff--Airdrie,96540,6818400000 ,6321383000 ,6165985000 ,,,,,,,,,,,,,,,,,,
48,48002,Battle River--Crowfoot,85250,4450666000 ,4176303000 ,3989481000 ,,,,,,,,,,,,,,,,,,
48,48003,Bow River,85770,4675833000 ,4385796000 ,4247346000 ,,,,,,,,,,,,,,,,,,
48,48004,Calgary Centre,105930,10365857000 ,9736574000 ,9344159000 ,,,,,,,,,,,,,,,,,,
48,48005,Calgary Confederation,91600,7104671000 ,6577518000 ,6393028000 ,,,,,,,,,,,,,,,,,,
48,48006,Calgary Forest Lawn,87620,3469157000 ,3284742000 ,3157529000 ,,,,,,,,,,,,,,,,,,
48,48007,Calgary Heritage,88750,6546034000 ,6051760000 ,5894801000 ,,,,,,,,,,,,,,,,,,
48,48008,Calgary Midnapore,93780,6518490000 ,6035403000 ,5919643000 ,,,,,,,,,,,,,,,,,,
48,48009,Calgary Nose Hill,90800,5424810000 ,5004255000 ,4869967000 ,,,,,,,,,,,,,,,,,,
48,48010,Calgary Rocky Ridge,93710,6667376000 ,6124128000 ,5999224000 ,,,,,,,,,,,,,,,,,,
48,48011,Calgary Shepard,101960,6825118000 ,6333023000 ,6229476000 ,,,,,,,,,,,,,,,,,,
48,48012,Calgary Signal Hill,89230,7923816000 ,7344856000 ,7138668000 ,,,,,,,,,,,,,,,,,,
48,48013,Calgary Skyview,98380,3951436000 ,3722871000 ,3630961000 ,,,,,,,,,,,,,,,,,,
48,48014,Edmonton Centre,88830,5203034000 ,4851624000 ,4708948000 ,,,,,,,,,,,,,,,,,,
48,48015,Edmonton Griesbach,90020,3764995000 ,3543495000 ,3343694000 ,,,,,,,,,,,,,,,,,,
48,48016,Edmonton Manning,88790,4426309000 ,4121478000 ,4019824000 ,,,,,,,,,,,,,,,,,,
48,48017,Edmonton Mill Woods,89200,4201752000 ,3924799000 ,3835539000 ,,,,,,,,,,,,,,,,,,
48,48018,Edmonton Riverbend,92030,6833230000 ,6273933000 ,6170932000 ,,,,,,,,,,,,,,,,,,
48,48019,Edmonton Strathcona,82310,4913564000 ,4535840000 ,4440151000 ,,,,,,,,,,,,,,,,,,
48,48020,Edmonton West,90320,5356672000 ,4971301000 ,4872787000 ,,,,,,,,,,,,,,,,,,
48,48021,Edmonton--Wetaskiwin,105540,6528151000 ,6078287000 ,5962047000 ,,,,,,,,,,,,,,,,,,
48,48022,Foothills,86700,6559996000 ,6133618000 ,5908081000 ,,,,,,,,,,,,,,,,,,
48,48023,Fort McMurray--Cold Lake,87840,7603800000 ,7217082000 ,7066986000 ,,,,,,,,,,,,,,,,,,
48,48024,Grande Prairie--Mackenzie,91700,5738682000 ,5435332000 ,5171294000 ,,,,,,,,,,,,,,,,,,
48,48025,Lakeland,88540,5010396000 ,4723558000 ,4529153000 ,,,,,,,,,,,,,,,,,,
48,48026,Lethbridge,86640,4204306000 ,3891862000 ,3764158000 ,,,,,,,,,,,,,,,,,,
48,48027,Medicine Hat--Cardston--Warner,82660,3997967000 ,3736648000 ,3597650000 ,,,,,,,,,,,,,,,,,,
48,48028,Peace River--Westlock,81120,4031808000 ,3814518000 ,3601176000 ,,,,,,,,,,,,,,,,,,
48,48029,Red Deer--Mountain View,89420,5401639000 ,5054249000 ,4910348000 ,,,,,,,,,,,,,,,,,,
48,48030,Red Deer--Lacombe,97440,5372612000 ,5054262000 ,4911343000 ,,,,,,,,,,,,,,,,,,
48,48031,St. Albert--Edmonton,89090,5628395000 ,5166681000 ,5089343000 ,,,,,,,,,,,,,,,,,,
48,48032,Sherwood Park--Fort Saskatchewan,92310,6814634000 ,6298088000 ,6197059000 ,,,,,,,,,,,,,,,,,,
48,48033,Sturgeon River--Parkland,91880,5850587000 ,5451514000 ,5340786000 ,,,,,,,,,,,,,,,,,,
48,48034,Yellowhead,77240,4398231000 ,4153017000 ,4039334000 ,,,,,,,,,,,,,,,,,,
TOTAL,,,3078940,192582424000 ,179529798000 ,174460901000 ,,,,,,,,,,,,,,,,,,
59,59001,Abbotsford,76560,3003825000 ,2790018000 ,2685133000 ,,,,,,,,,,,,,,,,,,
59,59002,Burnaby North--Seymour,81560,3902986000 ,3573968000 ,3478659000 ,,,,,,,,,,,,,,,,,,
59,59003,Burnaby South,92070,3476347000 ,3198795000 ,3084060000 ,,,,,,,,,,,,,,,,,,
59,59004,Cariboo--Prince George,84270,3734145000 ,3465637000 ,3351147000 ,,,,,,,,,,,,,,,,,,
59,59005,Central Okanagan--Similkameen--Nicola,90220,3921875000 ,3630876000 ,3508489000 ,,,,,,,,,,,,,,,,,,
59,59006,Chilliwack--Hope,76380,3051570000 ,2828246000 ,2718320000 ,,,,,,,,,,,,,,,,,,
59,59007,Cloverdale--Langley City,83710,3749917000 ,3458740000 ,3375880000 ,,,,,,,,,,,,,,,,,,
59,59008,Coquitlam--Port Coquitlam,94720,4039555000 ,3711102000 ,3608889000 ,,,,,,,,,,,,,,,,,,
59,59009,Courtenay--Alberni,94770,3895518000 ,3574072000 ,3437237000 ,,,,,,,,,,,,,,,,,,
59,59010,Cowichan--Malahat--Langford,85030,3677014000 ,3377395000 ,3267244000 ,,,,,,,,,,,,,,,,,,
59,59011,Delta,81360,4007423000 ,3666750000 ,3569730000 ,,,,,,,,,,,,,,,,,,
59,59012,Fleetwood--Port Kells,90060,3319032000 ,3068914000 ,2961719000 ,,,,,,,,,,,,,,,,,,
59,59013,Kamloops--Thompson--Cariboo,99540,4455473000 ,4107687000 ,3986279000 ,,,,,,,,,,,,,,,,,,
59,59014,Kelowna--Lake Country,94180,4573194000 ,4230771000 ,4109928000 ,,,,,,,,,,,,,,,,,,
59,59015,Kootenay--Columbia,88870,3977379000 ,3685876000 ,3580150000 ,,,,,,,,,,,,,,,,,,
59,59016,Langley--Aldergrove,87490,4276938000 ,3946350000 ,3847457000 ,,,,,,,,,,,,,,,,,,
59,59017,Mission--Matsqui--Fraser Canyon,69690,2560009000 ,2385646000 ,2281941000 ,,,,,,,,,,,,,,,,,,
59,59018,Nanaimo--Ladysmith,96610,4065379000 ,3742146000 ,3610263000 ,,,,,,,,,,,,,,,,,,
59,59019,New Westminster--Burnaby,89110,3587648000 ,3308928000 ,3193918000 ,,,,,,,,,,,,,,,,,,
59,59020,North Okanagan--Shuswap,102310,4281360000 ,3975703000 ,3823095000 ,,,,,,,,,,,,,,,,,,
59,59021,North Vancouver,91160,5131038000 ,4691398000 ,4584276000 ,,,,,,,,,,,,,,,,,,
59,59022,Pitt Meadows--Maple Ridge,74970,3444734000 ,3178545000 ,3097945000 ,,,,,,,,,,,,,,,,,,
59,59023,Port Moody--Coquitlam,86230,4055044000 ,3716821000 ,3627157000 ,,,,,,,,,,,,,,,,,,
59,59024,Prince George--Peace River--Northern Rockies,85220,4689764000 ,4410660000 ,4219924000 ,,,,,,,,,,,,,,,,,,
59,59025,Richmond Centre,83130,3016979000 ,2765580000 ,2666671000 ,,,,,,,,,,,,,,,,,,
59,59026,Esquimalt--Saanich--Sooke,85210,3816668000 ,3487108000 ,3402622000 ,,,,,,,,,,,,,,,,,,
59,59027,Saanich--Gulf Islands,86530,4496897000 ,4081027000 ,3981257000 ,,,,,,,,,,,,,,,,,,
59,59028,Skeena--Bulkley Valley,67670,2847154000 ,2639647000 ,2543888000 ,,,,,,,,,,,,,,,,,,
59,59029,South Okanagan--West Kootenay,99140,4060673000 ,3751766000 ,3607079000 ,,,,,,,,,,,,,,,,,,
59,59030,South Surrey--White Rock,81130,4655232000 ,4247743000 ,4140537000 ,,,,,,,,,,,,,,,,,,
59,59031,Steveston--Richmond East,84020,3103282000 ,2853015000 ,2755679000 ,,,,,,,,,,,,,,,,,,
59,59032,Surrey Centre,89170,2622427000 ,2471287000 ,2322786000 ,,,,,,,,,,,,,,,,,,
59,59033,Surrey--Newton,83600,2592837000 ,2434110000 ,2313208000 ,,,,,,,,,,,,,,,,,,
59,59034,Vancouver Centre,105260,6720512000 ,6206964000 ,6027198000 ,,,,,,,,,,,,,,,,,,
59,59035,Vancouver East,89820,3496782000 ,3239651000 ,3068101000 ,,,,,,,,,,,,,,,,,,
59,59036,Vancouver Granville,84660,5175956000 ,4746777000 ,4626544000 ,,,,,,,,,,,,,,,,,,
59,59037,North Island--Powell River,83660,3581235000 ,3297632000 ,3176167000 ,,,,,,,,,,,,,,,,,,
59,59038,Vancouver Kingsway,83910,2944050000 ,2721806000 ,2613427000 ,,,,,,,,,,,,,,,,,,
59,59039,Vancouver Quadra,79660,5561679000 ,5094158000 ,4976786000 ,,,,,,,,,,,,,,,,,,
59,59040,Vancouver South,82130,2812447000 ,2598961000 ,2487376000 ,,,,,,,,,,,,,,,,,,
59,59041,Victoria,101400,5144973000 ,4711342000 ,4582324000 ,,,,,,,,,,,,,,,,,,
59,59042,West Vancouver--Sunshine Coast--Sea to Sky Country,96610,5998969000 ,5543621000 ,5389555000 ,,,,,,,,,,,,,,,,,,
TOTAL,,,3662800,165525919000 ,152617239000 ,147690045000 ,,,,,,,,,,,,,,,,,,
60,60001,Yukon,27560,1459519000 ,1343607000 ,1214719000 ,,,,,,,,,,,,,,,,,,
TOTAL,,,27560,1459519000 ,1343607000 ,1214719000 ,,,,,,,,,,,,,,,,,,
61,61001,Northwest Territories,31340,1839549000 ,1703192000 ,1568148000 ,,,,,,,,,,,,,,,,,,
TOTAL,,,31340,1839549000 ,1703192000 ,1568148000 ,,,,,,,,,,,,,,,,,,
62,62001,Nunavut,20680,978974000 ,917838000 ,822697000 ,,,,,,,,,,,,,,,,,,
TOTAL,,,20680,978974000 ,917838000 ,822697000 ,,,,,,,,,,,,,,,,,,
TOTAL,,,27433080,1275360476000 ,1175067554000 ,1135428973000 ,,,,,,,,,,,,,,,,,,
